sex_orientation,race,edu,food_security,income_group,citizen_years,type,degree
Straight,White,Bachelor's degree,Food secure,"$100,000 or greater",US Citizen,anxiety,Mild
Straight,Hispanic,Less than a high school diploma,Food secure,"$0 to $34,999",US Citizen,anxiety,Severe
Straight,Hispanic,Less than a high school diploma,Food secure,"$0 to $34,999",US Citizen,depression,Severe
Straight,Black/African American,"Some college, no degree",Very low food security,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,Black/African American,"Some college, no degree",Very low food security,"$0 to $34,999",US Citizen,depression,Mild
Straight,White,Bachelor's degree,Food secure,"$100,000 or greater",US Citizen,anxiety,Mild
Straight,White,Doctoral degree,Food secure,"$50,000 to $74,999",US Citizen,depression,Mild
Bisexual,White,Less than a high school diploma,Food secure,"$0 to $34,999",US Citizen,anxiety,Moderate
Bisexual,White,Less than a high school diploma,Food secure,"$0 to $34,999",US Citizen,depression,Moderate
Straight,White,Master's degree,Food secure,"$50,000 to $74,999",US Citizen,anxiety,Mild
Straight,Asian,Bachelor's degree,Food secure,"$0 to $34,999",US Citizen,depression,Mild
Straight,White,"Some college, no degree",Food secure,"$50,000 to $74,999",US Citizen,depression,Mild
Straight,White,Bachelor's degree,Food secure,"$35,000 to $49,999",US Citizen,anxiety,Mild
Straight,White,Bachelor's degree,Food secure,"$35,000 to $49,999",US Citizen,depression,Mild
Straight,White,High school graduate,Food secure,"$50,000 to $74,999",US Citizen,depression,Moderate
Straight,White,"Some college, no degree",Food secure,"$100,000 or greater",US Citizen,anxiety,Mild
Straight,White,"Some college, no degree",Food secure,"$100,000 or greater",US Citizen,depression,Mild
Straight,White,High school graduate,Food secure,"$50,000 to $74,999",US Citizen,depression,Mild
Straight,White,Bachelor's degree,Food secure,"$0 to $34,999",US Citizen,anxiety,Severe
Straight,White,Bachelor's degree,Food secure,"$0 to $34,999",US Citizen,depression,Severe
Straight,Hispanic,Bachelor's degree,Food secure,"$0 to $34,999",US Citizen,depression,Mild
Straight,White,High school graduate,Food secure,"$50,000 to $74,999",US Citizen,anxiety,Mild
Bisexual,White,Associate degree,Food secure,"$75,000 to $99,999",US Citizen,anxiety,Mild
Bisexual,White,Associate degree,Food secure,"$75,000 to $99,999",US Citizen,depression,Moderate
Straight,White,Bachelor's degree,Food secure,"$100,000 or greater",US Citizen,anxiety,Moderate
Straight,White,High school graduate,Food secure,"$0 to $34,999",US Citizen,anxiety,Moderate
Straight,White,High school graduate,Food secure,"$0 to $34,999",US Citizen,depression,Moderate
Straight,White,Master's degree,Food secure,"$75,000 to $99,999",US Citizen,depression,Mild
Straight,White,Bachelor's degree,Food secure,"$100,000 or greater",US Citizen,depression,Mild
Straight,White,Bachelor's degree,Food secure,"$100,000 or greater",US Citizen,anxiety,Mild
Straight,White,Bachelor's degree,Food secure,"$100,000 or greater",US Citizen,depression,Mild
Straight,White,Master's degree,Food secure,"$50,000 to $74,999",US Citizen,anxiety,Mild
Straight,White,Master's degree,Food secure,"$50,000 to $74,999",US Citizen,depression,Mild
Straight,White,Bachelor's degree,Food secure,"$0 to $34,999",US Citizen,anxiety,Severe
Straight,White,Bachelor's degree,Food secure,"$0 to $34,999",US Citizen,depression,Severe
Straight,White,"Some college, no degree",Food secure,"$50,000 to $74,999",US Citizen,depression,Mild
Straight,Black/African American,"Some college, no degree",Food secure,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,Black/African American,"Some college, no degree",Food secure,"$0 to $34,999",US Citizen,depression,Moderate
Straight,White,High school graduate,Low food security,"$0 to $34,999",US Citizen,depression,Mild
Gay/Lesbian,Black/African American,High school graduate,Very low food security,"$0 to $34,999",US Citizen,anxiety,Mild
Gay/Lesbian,Black/African American,High school graduate,Very low food security,"$0 to $34,999",US Citizen,depression,Mild
Straight,Black/African American,Doctoral degree,Food secure,"$100,000 or greater",US Citizen,depression,Mild
Straight,Black/African American,Bachelor's degree,Very low food security,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,Black/African American,Bachelor's degree,Very low food security,"$0 to $34,999",US Citizen,depression,Moderate
Straight,White,"Some college, no degree",Food secure,"$100,000 or greater",US Citizen,anxiety,Mild
Straight,White,"Some college, no degree",Food secure,"$100,000 or greater",US Citizen,depression,Mild
Straight,White,High school graduate,Food secure,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,White,GED or equivalent,Food secure,"$50,000 to $74,999",US Citizen,anxiety,Mild
Straight,White,GED or equivalent,Food secure,"$50,000 to $74,999",US Citizen,depression,Mild
Straight,Hispanic,High school graduate,Food secure,"$50,000 to $74,999",US Citizen,anxiety,Mild
Straight,Hispanic,High school graduate,Food secure,"$50,000 to $74,999",US Citizen,depression,Mild
Bisexual,White,Bachelor's degree,Food secure,"$100,000 or greater",US Citizen,anxiety,Mild
Straight,White,Bachelor's degree,Food secure,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,White,Bachelor's degree,Food secure,"$0 to $34,999",US Citizen,depression,Moderate
Straight,White,"Some college, no degree",Food secure,"$35,000 to $49,999",US Citizen,anxiety,Moderate
Straight,White,"Some college, no degree",Food secure,"$35,000 to $49,999",US Citizen,depression,Moderate
Straight,White,"Some college, no degree",Food secure,"$75,000 to $99,999",US Citizen,depression,Mild
Straight,White,"Some college, no degree",Food secure,"$35,000 to $49,999",US Citizen,anxiety,Severe
Straight,White,"Some college, no degree",Food secure,"$35,000 to $49,999",US Citizen,depression,Moderate
Straight,White,Less than a high school diploma,Low food security,"$0 to $34,999",US Citizen,anxiety,Moderate
Straight,White,Less than a high school diploma,Low food security,"$0 to $34,999",US Citizen,depression,Moderate
Straight,White,Bachelor's degree,Food secure,"$100,000 or greater",US Citizen,anxiety,Mild
Straight,White,Bachelor's degree,Food secure,"$100,000 or greater",US Citizen,depression,Mild
Straight,Asian,"Some college, no degree",Food secure,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,White,Associate degree,Food secure,"$35,000 to $49,999",US Citizen,anxiety,Moderate
Straight,White,Associate degree,Food secure,"$35,000 to $49,999",US Citizen,depression,Moderate
Straight,White,"Some college, no degree",Food secure,"$75,000 to $99,999",US Citizen,depression,Mild
Straight,Hispanic,High school graduate,Food secure,"$50,000 to $74,999",US Citizen,depression,Mild
Straight,White,Bachelor's degree,Food secure,"$50,000 to $74,999",US Citizen,anxiety,Moderate
Straight,White,Bachelor's degree,Food secure,"$50,000 to $74,999",US Citizen,depression,Moderate
Straight,White,"Some college, no degree",Food secure,"$100,000 or greater",US Citizen,anxiety,Mild
Straight,White,Associate degree,Food secure,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,White,Associate degree,Food secure,"$0 to $34,999",US Citizen,depression,Mild
Straight,White,Associate degree,Food secure,"$50,000 to $74,999",US Citizen,depression,Mild
Straight,White,High school graduate,Low food security,"$50,000 to $74,999",US Citizen,anxiety,Mild
Straight,White,High school graduate,Food secure,"$50,000 to $74,999",US Citizen,depression,Mild
Straight,American Indian and Alaska Native,"Some college, no degree",Low food security,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,American Indian and Alaska Native,"Some college, no degree",Low food security,"$0 to $34,999",US Citizen,depression,Moderate
Straight,Black/African American,GED or equivalent,Food secure,"$35,000 to $49,999",US Citizen,anxiety,Mild
Straight,Black/African American,GED or equivalent,Food secure,"$35,000 to $49,999",US Citizen,depression,Mild
Straight,White,GED or equivalent,Food secure,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,White,GED or equivalent,Food secure,"$0 to $34,999",US Citizen,depression,Moderate
Straight,White,Bachelor's degree,Food secure,"$35,000 to $49,999",US Citizen,anxiety,Mild
Straight,American Indian and Alaska Native,Less than a high school diploma,Very low food security,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,American Indian and Alaska Native,Less than a high school diploma,Very low food security,"$0 to $34,999",US Citizen,depression,Mild
Straight,White,High school graduate,Food secure,"$35,000 to $49,999",US Citizen,anxiety,Mild
Straight,White,High school graduate,Food secure,"$35,000 to $49,999",US Citizen,depression,Mild
Straight,Other single and multiple races,Associate degree,Food secure,"$100,000 or greater",US Citizen,anxiety,Mild
Straight,Other single and multiple races,Associate degree,Food secure,"$100,000 or greater",US Citizen,depression,Mild
Straight,White,"Some college, no degree",Food secure,"$0 to $34,999",US Citizen,depression,Mild
Straight,White,Bachelor's degree,Food secure,"$75,000 to $99,999",US Citizen,depression,Mild
Straight,White,Associate degree,Food secure,"$100,000 or greater",US Citizen,anxiety,Mild
Straight,White,Associate degree,Food secure,"$100,000 or greater",US Citizen,depression,Mild
Straight,White,High school graduate,Food secure,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,White,High school graduate,Food secure,"$0 to $34,999",US Citizen,depression,Mild
Straight,Black/African American,Bachelor's degree,Low food security,"$35,000 to $49,999",US Citizen,anxiety,Severe
Straight,Black/African American,Bachelor's degree,Low food security,"$35,000 to $49,999",US Citizen,depression,Moderate
Straight,White,High school graduate,Food secure,"$50,000 to $74,999",US Citizen,anxiety,Mild
Straight,White,High school graduate,Food secure,"$50,000 to $74,999",US Citizen,depression,Severe
Straight,White,Bachelor's degree,Food secure,"$100,000 or greater",US Citizen,anxiety,Mild
Straight,Black/African American,Less than a high school diploma,Low food security,"$0 to $34,999",US Citizen,anxiety,Moderate
Straight,Black/African American,Less than a high school diploma,Low food security,"$0 to $34,999",US Citizen,depression,Mild
Straight,Black/African American,High school graduate,Very low food security,"$0 to $34,999",US Citizen,anxiety,Moderate
Straight,Black/African American,High school graduate,Very low food security,"$0 to $34,999",US Citizen,depression,Moderate
Straight,White,Master's degree,Food secure,"$100,000 or greater",US Citizen,anxiety,Mild
Straight,White,Master's degree,Food secure,"$100,000 or greater",US Citizen,depression,Moderate
Straight,White,"Some college, no degree",Food secure,"$50,000 to $74,999",US Citizen,depression,Mild
Straight,White,Associate degree,Low food security,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,White,Associate degree,Low food security,"$0 to $34,999",US Citizen,depression,Moderate
Straight,White,High school graduate,Food secure,"$0 to $34,999",US Citizen,anxiety,Severe
Straight,White,High school graduate,Food secure,"$0 to $34,999",US Citizen,depression,Severe
Straight,White,Less than a high school diploma,Very low food security,"$35,000 to $49,999",US Citizen,anxiety,Severe
Straight,White,Less than a high school diploma,Very low food security,"$35,000 to $49,999",US Citizen,depression,Severe
Straight,White,Less than a high school diploma,Food secure,"$75,000 to $99,999",US Citizen,anxiety,Severe
Straight,White,Less than a high school diploma,Food secure,"$75,000 to $99,999",US Citizen,depression,Severe
Straight,Black/African American,Less than a high school diploma,Very low food security,"$0 to $34,999",US Citizen,anxiety,Moderate
Straight,Black/African American,Less than a high school diploma,Very low food security,"$0 to $34,999",US Citizen,depression,Severe
Straight,White,Master's degree,Food secure,"$35,000 to $49,999",US Citizen,anxiety,Mild
Straight,White,Master's degree,Food secure,"$35,000 to $49,999",US Citizen,depression,Mild
Straight,Black/African American,High school graduate,Very low food security,"$0 to $34,999",US Citizen,depression,Mild
Straight,American Indian and Alaska Native,"Some college, no degree",Food secure,"$50,000 to $74,999",US Citizen,depression,Mild
Straight,White,Associate degree,Food secure,"$0 to $34,999",US Citizen,anxiety,Severe
Straight,White,Associate degree,Food secure,"$0 to $34,999",US Citizen,depression,Moderate
Straight,White,Bachelor's degree,Food secure,"$0 to $34,999",US Citizen,depression,Mild
Straight,American Indian and Alaska Native,Less than a high school diploma,Food secure,"$50,000 to $74,999",US Citizen,anxiety,Moderate
Straight,American Indian and Alaska Native,Less than a high school diploma,Food secure,"$50,000 to $74,999",US Citizen,depression,Mild
Straight,Asian,Doctoral degree,Food secure,"$100,000 or greater",US Citizen,anxiety,Mild
Straight,Asian,Doctoral degree,Food secure,"$100,000 or greater",US Citizen,depression,Moderate
Straight,White,Associate degree,Food secure,"$0 to $34,999","Non-US Citizen, 15 years or more",anxiety,Severe
Straight,White,Associate degree,Food secure,"$0 to $34,999","Non-US Citizen, 15 years or more",depression,Mild
Straight,White,High school graduate,Food secure,"$0 to $34,999",US Citizen,depression,Mild
Straight,White,High school graduate,Food secure,"$50,000 to $74,999",US Citizen,anxiety,Severe
Straight,White,High school graduate,Food secure,"$50,000 to $74,999",US Citizen,depression,Mild
Straight,White,"Some college, no degree",Food secure,"$0 to $34,999",US Citizen,anxiety,Moderate
Straight,White,"Some college, no degree",Food secure,"$0 to $34,999",US Citizen,depression,Moderate
Straight,White,Less than a high school diploma,Food secure,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,Hispanic,Bachelor's degree,Food secure,"$100,000 or greater",US Citizen,depression,Mild
Straight,White,"Some college, no degree",Food secure,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,White,"Some college, no degree",Food secure,"$0 to $34,999",US Citizen,depression,Mild
Straight,Black/African American,Associate degree,Food secure,"$35,000 to $49,999",US Citizen,anxiety,Severe
Straight,Black/African American,Associate degree,Food secure,"$35,000 to $49,999",US Citizen,depression,Severe
Straight,White,Less than a high school diploma,Food secure,"$0 to $34,999",US Citizen,depression,Mild
Straight,White,Associate degree,Food secure,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,White,Associate degree,Food secure,"$0 to $34,999",US Citizen,depression,Moderate
Gay/Lesbian,White,High school graduate,Food secure,"$35,000 to $49,999",US Citizen,anxiety,Mild
Straight,Black/African American,Less than a high school diploma,Food secure,"$0 to $34,999",US Citizen,anxiety,Severe
Straight,Black/African American,Less than a high school diploma,Food secure,"$0 to $34,999",US Citizen,depression,Moderate
Straight,Black/African American,Less than a high school diploma,Low food security,"$0 to $34,999",US Citizen,anxiety,Severe
Straight,Black/African American,Less than a high school diploma,Low food security,"$0 to $34,999",US Citizen,depression,Moderate
Straight,White,Master's degree,Food secure,"$100,000 or greater",US Citizen,anxiety,Moderate
Straight,White,Master's degree,Food secure,"$100,000 or greater",US Citizen,depression,Moderate
Straight,American Indian and Alaska Native,High school graduate,Very low food security,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,American Indian and Alaska Native,High school graduate,Very low food security,"$0 to $34,999",US Citizen,depression,Moderate
Straight,White,High school graduate,Food secure,"$0 to $34,999",US Citizen,depression,Mild
Straight,White,"Some college, no degree",Food secure,"$75,000 to $99,999",US Citizen,depression,Mild
Straight,White,Bachelor's degree,Food secure,"$100,000 or greater",US Citizen,anxiety,Mild
Straight,White,Bachelor's degree,Food secure,"$100,000 or greater",US Citizen,depression,Moderate
Straight,Other single and multiple races,Associate degree,Food secure,"$75,000 to $99,999",US Citizen,depression,Mild
Straight,Hispanic,Less than a high school diploma,Food secure,"$0 to $34,999","Non-US Citizen, 10 to less than 15 years",depression,Mild
Straight,White,Less than a high school diploma,Food secure,"$35,000 to $49,999",US Citizen,anxiety,Mild
Straight,Hispanic,High school graduate,Food secure,"$0 to $34,999",US Citizen,depression,Mild
Straight,White,"Some college, no degree",Food secure,"$35,000 to $49,999",US Citizen,depression,Mild
Straight,White,Bachelor's degree,Food secure,"$100,000 or greater",US Citizen,anxiety,Mild
Straight,White,Bachelor's degree,Food secure,"$100,000 or greater",US Citizen,depression,Mild
Straight,White,Bachelor's degree,Very low food security,"$0 to $34,999",US Citizen,depression,Moderate
Straight,Hispanic,Less than a high school diploma,Food secure,"$0 to $34,999",US Citizen,anxiety,Moderate
Straight,Hispanic,Less than a high school diploma,Food secure,"$0 to $34,999",US Citizen,depression,Severe
Straight,Hispanic,Less than a high school diploma,Food secure,"$35,000 to $49,999","Non-US Citizen, 15 years or more",anxiety,Mild
Straight,Hispanic,Less than a high school diploma,Food secure,"$35,000 to $49,999","Non-US Citizen, 15 years or more",depression,Moderate
Straight,Asian,"Some college, no degree",Food secure,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,Asian,"Some college, no degree",Food secure,"$0 to $34,999",US Citizen,depression,Moderate
Gay/Lesbian,Hispanic,Bachelor's degree,Food secure,"$75,000 to $99,999",US Citizen,depression,Mild
Straight,Asian,High school graduate,Food secure,"$0 to $34,999","Non-US Citizen, 15 years or more",anxiety,Mild
Straight,Asian,High school graduate,Food secure,"$0 to $34,999","Non-US Citizen, 15 years or more",depression,Mild
Bisexual,Asian,High school graduate,Food secure,"$0 to $34,999",US Citizen,anxiety,Mild
Bisexual,Asian,High school graduate,Food secure,"$0 to $34,999",US Citizen,depression,Mild
Straight,Asian,Professional school degree,Food secure,"$100,000 or greater",US Citizen,anxiety,Mild
Straight,White,Bachelor's degree,Food secure,"$100,000 or greater",US Citizen,anxiety,Mild
Straight,Hispanic,Less than a high school diploma,Food secure,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,Hispanic,Less than a high school diploma,Food secure,"$0 to $34,999",US Citizen,depression,Mild
Straight,Black/African American,"Some college, no degree",Food secure,"$0 to $34,999",US Citizen,anxiety,Severe
Straight,Black/African American,"Some college, no degree",Food secure,"$0 to $34,999",US Citizen,depression,Severe
Straight,Hispanic,Less than a high school diploma,Food secure,"$0 to $34,999",US Citizen,depression,Mild
Straight,Black/African American,Bachelor's degree,Food secure,"$100,000 or greater",US Citizen,depression,Mild
Straight,Asian,Master's degree,Food secure,"$50,000 to $74,999","Non-US Citizen, Less than 1 year",depression,Mild
Gay/Lesbian,White,Doctoral degree,Food secure,"$0 to $34,999","Non-US Citizen, 1 to less than 5 years",anxiety,Mild
Straight,White,Associate degree,Food secure,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,White,Associate degree,Food secure,"$0 to $34,999",US Citizen,depression,Mild
Straight,Hispanic,High school graduate,Food secure,"$35,000 to $49,999",US Citizen,anxiety,Mild
Straight,Hispanic,High school graduate,Food secure,"$35,000 to $49,999",US Citizen,depression,Moderate
Straight,White,Master's degree,Food secure,"$75,000 to $99,999",US Citizen,depression,Mild
Straight,White,Master's degree,Food secure,"$100,000 or greater",US Citizen,depression,Moderate
Something else,White,"Some college, no degree",Food secure,"$100,000 or greater",US Citizen,anxiety,Severe
Something else,White,"Some college, no degree",Food secure,"$100,000 or greater",US Citizen,depression,Moderate
Bisexual,Hispanic,GED or equivalent,Food secure,"$0 to $34,999",US Citizen,anxiety,Severe
Bisexual,Hispanic,GED or equivalent,Food secure,"$0 to $34,999",US Citizen,depression,Severe
Straight,Hispanic,Associate degree,Low food security,"$0 to $34,999",US Citizen,anxiety,Moderate
Straight,Hispanic,Associate degree,Low food security,"$0 to $34,999",US Citizen,depression,Moderate
Straight,Hispanic,Less than a high school diploma,Food secure,"$0 to $34,999","Non-US Citizen, 15 years or more",anxiety,Mild
Straight,White,Bachelor's degree,Food secure,"$100,000 or greater",US Citizen,anxiety,Mild
Straight,White,"Some college, no degree",Food secure,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,White,"Some college, no degree",Food secure,"$0 to $34,999",US Citizen,depression,Mild
Straight,Asian,Bachelor's degree,Food secure,"$0 to $34,999","Non-US Citizen, Less than 1 year",anxiety,Mild
Straight,Asian,Bachelor's degree,Food secure,"$0 to $34,999","Non-US Citizen, Less than 1 year",depression,Mild
Straight,White,Bachelor's degree,Food secure,"$50,000 to $74,999",US Citizen,depression,Mild
Straight,White,Doctoral degree,Food secure,"$50,000 to $74,999",US Citizen,depression,Moderate
Straight,Hispanic,Less than a high school diploma,Food secure,"$0 to $34,999",US Citizen,anxiety,Moderate
Straight,Hispanic,Less than a high school diploma,Food secure,"$0 to $34,999",US Citizen,depression,Moderate
Straight,Hispanic,"Some college, no degree",Food secure,"$100,000 or greater",US Citizen,depression,Mild
Straight,White,"Some college, no degree",Food secure,"$75,000 to $99,999",US Citizen,anxiety,Mild
Straight,White,"Some college, no degree",Food secure,"$75,000 to $99,999",US Citizen,depression,Mild
Straight,Hispanic,Bachelor's degree,Food secure,"$50,000 to $74,999",US Citizen,depression,Mild
Straight,Hispanic,Less than a high school diploma,Food secure,"$50,000 to $74,999","Non-US Citizen, 15 years or more",anxiety,Mild
Straight,Hispanic,Less than a high school diploma,Food secure,"$50,000 to $74,999","Non-US Citizen, 15 years or more",depression,Mild
Straight,Hispanic,Associate degree,Very low food security,"$50,000 to $74,999",US Citizen,anxiety,Moderate
Straight,Hispanic,Associate degree,Very low food security,"$50,000 to $74,999",US Citizen,depression,Moderate
Straight,White,Associate degree,Food secure,"$0 to $34,999",US Citizen,anxiety,Severe
Straight,White,Associate degree,Food secure,"$0 to $34,999",US Citizen,depression,Mild
Straight,White,"Some college, no degree",Food secure,"$100,000 or greater",US Citizen,anxiety,Mild
Straight,White,"Some college, no degree",Food secure,"$100,000 or greater",US Citizen,depression,Moderate
Straight,White,Bachelor's degree,Food secure,"$0 to $34,999",US Citizen,depression,Mild
Straight,White,Bachelor's degree,Low food security,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,White,Bachelor's degree,Low food security,"$0 to $34,999",US Citizen,depression,Moderate
Straight,Other single and multiple races,Bachelor's degree,Food secure,"$50,000 to $74,999",US Citizen,anxiety,Mild
Straight,Other single and multiple races,Bachelor's degree,Food secure,"$50,000 to $74,999",US Citizen,depression,Mild
Straight,Hispanic,Associate degree,Food secure,"$100,000 or greater",US Citizen,anxiety,Moderate
Straight,White,Professional school degree,Food secure,"$35,000 to $49,999",US Citizen,anxiety,Mild
Straight,White,Professional school degree,Food secure,"$35,000 to $49,999",US Citizen,depression,Mild
Straight,White,High school graduate,Food secure,"$75,000 to $99,999",US Citizen,anxiety,Severe
Straight,White,High school graduate,Food secure,"$75,000 to $99,999",US Citizen,depression,Severe
Straight,Hispanic,Less than a high school diploma,Food secure,"$0 to $34,999","Non-US Citizen, 15 years or more",depression,Mild
Straight,Hispanic,"Some college, no degree",Food secure,"$75,000 to $99,999",US Citizen,depression,Mild
Something else,Asian,Associate degree,Food secure,"$35,000 to $49,999",US Citizen,depression,Mild
Straight,Other single and multiple races,Associate degree,Food secure,"$50,000 to $74,999",US Citizen,anxiety,Mild
Straight,Hispanic,Master's degree,Food secure,"$75,000 to $99,999",US Citizen,anxiety,Mild
Straight,White,Bachelor's degree,Food secure,"$35,000 to $49,999",US Citizen,depression,Mild
Straight,Hispanic,High school graduate,Food secure,"$100,000 or greater","Non-US Citizen, 15 years or more",anxiety,Mild
Straight,Hispanic,High school graduate,Food secure,"$100,000 or greater","Non-US Citizen, 15 years or more",depression,Mild
Straight,White,Doctoral degree,Food secure,"$100,000 or greater",US Citizen,anxiety,Mild
Straight,White,Doctoral degree,Food secure,"$100,000 or greater",US Citizen,depression,Moderate
Straight,White,Master's degree,Food secure,"$35,000 to $49,999",US Citizen,anxiety,Mild
Straight,Hispanic,High school graduate,Food secure,"$50,000 to $74,999",US Citizen,depression,Mild
Straight,White,"Some college, no degree",Food secure,"$100,000 or greater",US Citizen,anxiety,Mild
Straight,White,"Some college, no degree",Food secure,"$100,000 or greater",US Citizen,depression,Severe
Straight,Hispanic,High school graduate,Food secure,"$35,000 to $49,999","Non-US Citizen, 15 years or more",anxiety,Mild
Straight,Hispanic,High school graduate,Food secure,"$35,000 to $49,999","Non-US Citizen, 15 years or more",depression,Mild
Straight,White,Bachelor's degree,Food secure,"$35,000 to $49,999",US Citizen,depression,Mild
Straight,White,"Some college, no degree",Low food security,"$0 to $34,999",US Citizen,anxiety,Moderate
Straight,White,"Some college, no degree",Low food security,"$0 to $34,999",US Citizen,depression,Mild
Straight,White,Bachelor's degree,Food secure,"$50,000 to $74,999",US Citizen,anxiety,Mild
Straight,White,Bachelor's degree,Food secure,"$50,000 to $74,999",US Citizen,depression,Mild
Straight,White,GED or equivalent,Food secure,"$35,000 to $49,999",US Citizen,depression,Mild
Straight,Hispanic,Less than a high school diploma,Food secure,"$0 to $34,999","Non-US Citizen, 15 years or more",anxiety,Moderate
Straight,Hispanic,Less than a high school diploma,Food secure,"$0 to $34,999","Non-US Citizen, 15 years or more",depression,Severe
Straight,Hispanic,High school graduate,Food secure,"$75,000 to $99,999",US Citizen,depression,Mild
Straight,Hispanic,High school graduate,Food secure,"$100,000 or greater",US Citizen,depression,Mild
Straight,Hispanic,High school graduate,Food secure,"$35,000 to $49,999",US Citizen,anxiety,Mild
Straight,Hispanic,"Some college, no degree",Food secure,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,Hispanic,"Some college, no degree",Food secure,"$0 to $34,999",US Citizen,depression,Mild
Bisexual,White,Bachelor's degree,Food secure,"$0 to $34,999",US Citizen,anxiety,Severe
Bisexual,White,Bachelor's degree,Food secure,"$0 to $34,999",US Citizen,depression,Moderate
Straight,Asian,Bachelor's degree,Food secure,"$35,000 to $49,999",US Citizen,depression,Mild
Straight,White,High school graduate,Food secure,"$0 to $34,999",US Citizen,anxiety,Severe
Straight,White,High school graduate,Food secure,"$0 to $34,999",US Citizen,depression,Severe
Straight,White,Bachelor's degree,Food secure,"$100,000 or greater",US Citizen,anxiety,Mild
Straight,White,Bachelor's degree,Food secure,"$100,000 or greater",US Citizen,depression,Mild
Bisexual,White,Associate degree,Food secure,"$75,000 to $99,999",US Citizen,anxiety,Mild
Bisexual,White,Associate degree,Food secure,"$75,000 to $99,999",US Citizen,depression,Moderate
Straight,Hispanic,GED or equivalent,Food secure,"$0 to $34,999",US Citizen,anxiety,Moderate
Straight,Hispanic,GED or equivalent,Food secure,"$0 to $34,999",US Citizen,depression,Moderate
Straight,Hispanic,Less than a high school diploma,Food secure,"$0 to $34,999",US Citizen,depression,Mild
Straight,White,Bachelor's degree,Food secure,"$100,000 or greater","Non-US Citizen, 15 years or more",anxiety,Mild
Straight,White,Bachelor's degree,Food secure,"$100,000 or greater","Non-US Citizen, 15 years or more",depression,Moderate
Straight,White,Bachelor's degree,Food secure,"$100,000 or greater",US Citizen,anxiety,Mild
Straight,White,Bachelor's degree,Food secure,"$100,000 or greater",US Citizen,depression,Mild
Straight,Asian,Master's degree,Food secure,"$100,000 or greater",US Citizen,depression,Mild
Straight,White,Bachelor's degree,Food secure,"$100,000 or greater",US Citizen,anxiety,Moderate
Straight,White,Bachelor's degree,Food secure,"$100,000 or greater",US Citizen,depression,Mild
Straight,Black/African American,High school graduate,Very low food security,"$35,000 to $49,999",US Citizen,anxiety,Mild
Straight,Hispanic,Less than a high school diploma,Very low food security,"$0 to $34,999",US Citizen,anxiety,Severe
Straight,Hispanic,Less than a high school diploma,Very low food security,"$0 to $34,999",US Citizen,depression,Severe
Straight,White,Associate degree,Food secure,"$75,000 to $99,999",US Citizen,anxiety,Mild
Bisexual,Hispanic,"Some college, no degree",Food secure,"$0 to $34,999",US Citizen,anxiety,Mild
Bisexual,Hispanic,"Some college, no degree",Food secure,"$0 to $34,999",US Citizen,depression,Moderate
Bisexual,White,Bachelor's degree,Food secure,"$50,000 to $74,999",US Citizen,anxiety,Severe
Bisexual,White,Bachelor's degree,Food secure,"$50,000 to $74,999",US Citizen,depression,Moderate
Straight,White,High school graduate,Food secure,"$75,000 to $99,999",US Citizen,depression,Mild
Straight,White,Master's degree,Food secure,"$100,000 or greater",US Citizen,anxiety,Mild
Straight,White,Master's degree,Food secure,"$100,000 or greater",US Citizen,depression,Moderate
Straight,Black/African American,Bachelor's degree,Food secure,"$100,000 or greater",US Citizen,depression,Mild
Straight,White,Bachelor's degree,Food secure,"$35,000 to $49,999",US Citizen,anxiety,Mild
Straight,White,Bachelor's degree,Food secure,"$35,000 to $49,999",US Citizen,depression,Mild
Straight,White,"Some college, no degree",Low food security,"$0 to $34,999",US Citizen,anxiety,Moderate
Straight,White,"Some college, no degree",Low food security,"$0 to $34,999",US Citizen,depression,Moderate
Straight,White,Master's degree,Food secure,"$50,000 to $74,999",US Citizen,anxiety,Moderate
Straight,White,Master's degree,Food secure,"$50,000 to $74,999",US Citizen,depression,Mild
Straight,White,Associate degree,Food secure,"$35,000 to $49,999",US Citizen,depression,Mild
Straight,White,Associate degree,Food secure,"$35,000 to $49,999",US Citizen,depression,Mild
Straight,Black/African American,Associate degree,Food secure,"$0 to $34,999",US Citizen,depression,Mild
